X,Y,Z
2025-02-24 12:28:35.052,-0.06	-0.00	-0.02		-5.05	-0.33	8.79	-0.02	-0.02	0.02
2025-02-24 12:28:35.052,0.02	0.03	-0.04	-0.06	-0.00	-0.02		-5.10	-0.30	8.66	-0.02	-0.02	0.02
2025-02-24 12:28:35.053,0.02	0.03	-0.03	-0.06	-0.00	-0.02		-5.10	-0.28	8.75	-0.02	-0.02	0.02
2025-02-24 12:28:35.054,0.02	0.01	0.02	-0.06	-0.00	-0.02		-5.00	-0.27	8.65	-0.02	-0.02	0.01
2025-02-24 12:28:35.054,0.01	0.00	-0.01	-0.06	-0.01	-0.02		-5.14	-0.28	8.80	-0.02	-0.02	0.02
2025-02-24 12:28:35.055,0.03	0.00	0.01	-0.06	-0.01	-0.02		-5.01	-0.22	8.79	-0.01	-0.01	0.01
2025-02-24 12:28:35.056,0.01	-0.01	0.00	-0.06	-0.01	-0.02		-5.14	-0.26	8.75	-0.01	-0.02	0.02
2025-02-24 12:28:35.056,0.03	0.00	-0.00	-0.06	-0.01	-0.02		-4.94	-0.25	8.79	-0.02	-0.02	0.02
2025-02-24 12:28:35.057,0.04	0.01	0.00	-0.06	-0.01	-0.02		-5.06	-0.26	8.82	-0.02	-0.02	0.01
2025-02-24 12:28:35.057,0.04	0.01	0.01	-0.06	-0.00	-0.02		-4.98	-0.26	8.78	-0.01	-0.02	0.02
2025-02-24 12:28:35.058,0.01	0.02	-0.00	-0.06	-0.00	-0.02		-5.03	-0.23	8.81	-0.01	-0.02	0.01
2025-02-24 12:28:35.059,0.03	-0.01	0.00	-0.06	-0.01	-0.02		-4.96	-0.24	8.76	-0.01	-0.02	0.01
2025-02-24 12:28:35.059,0.01	0.00	0.02	-0.06	-0.01	-0.02		-5.11	-0.27	8.76	-0.02	-0.02	0.02
2025-02-24 12:28:35.060,0.02	-0.01	-0.02	-0.06	-0.00	-0.02		-5.03	-0.25	8.83	-0.01	-0.02	0.02
2025-02-24 12:28:35.061,0.01	0.01	-0.03	-0.06	-0.01	-0.02		-5.08	-0.23	8.79	-0.02	-0.02	0.02
2025-02-24 12:28:35.061,0.00	0.03	-0.01	-0.06	-0.00	-0.02		-5.04	-0.24	8.72	-0.02	-0.02	0.02
2025-02-24 12:28:35.062,0.02	0.02	-0.02	-0.06	-0.00	-0.02		-4.97	-0.21	8.76	-0.02	-0.02	0.02
2025-02-24 12:28:35.063,0.02	0.02	-0.01	-0.06	-0.00	-0.02		-5.08	-0.26	8.72	-0.01	-0.02	0.01
2025-02-24 12:28:35.063,0.03	0.00	-0.03	-0.06	-0.00	-0.02		-4.96	-0.26	8.80	-0.02	-0.02	0.02
2025-02-24 12:28:35.064,0.01	0.01	0.01	-0.06	-0.00	-0.02		-5.12	-0.26	8.86	-0.01	-0.02	0.02
2025-02-24 12:28:35.064,0.02	0.01	-0.01	-0.06	-0.00	-0.02		-5.05	-0.23	8.75	-0.01	-0.02	0.01
2025-02-24 12:28:35.065,0.00	0.02	-0.01	-0.06	-0.01	-0.02		-5.15	-0.28	8.83	-0.02	-0.02	0.02
2025-02-24 12:28:35.065,-0.01	0.03	-0.00	-0.06	-0.01	-0.02		-5.02	-0.28	8.76	-0.02	-0.02	0.02
2025-02-24 12:28:35.066,0.02	0.01	0.01	-0.06	-0.00	-0.02		-5.15	-0.28	8.76	-0.02	-0.02	0.02
2025-02-24 12:28:35.066,0.03	0.02	0.00	-0.06	-0.01	-0.02		-5.04	-0.28	8.80	-0.02	-0.02	0.01
2025-02-24 12:28:35.067,0.00	0.01	-0.02	-0.06	-0.01	-0.02		-5.08	-0.26	8.73	-0.02	-0.02	0.01
2025-02-24 12:28:35.068,0.01	0.01	-0.03	-0.06	-0.01	-0.02		-5.04	-0.29	8.74	-0.02	-0.02	0.02
