X,Y,Z
2025-02-24 12:40:20.835,-0.27	0.17	0.09	-0.06	-0.01	-0.02		-5.05	-0.33	8.90	-0.01	-0.02	0.02
2025-02-24 12:40:20.836,-0.27	0.18	0.07	-0.06	-0.01	-0.02		-4.88	-0.22	8.85	-0.02	-0.02	0.02
2025-02-24 12:40:20.837,-0.27	0.20	0.05	-0.06	-0.00	-0.02		-5.03	-0.22	8.83	-0.02	-0.02	0.01
2025-02-24 12:40:20.837,-0.26	0.17	0.09	-0.06	-0.01	-0.02		-4.90	-0.23	8.69	-0.02	-0.01	0.02
2025-02-24 12:40:20.838,-0.27	0.17	0.10	-0.06	-0.01	-0.02		-5.04	-0.27	8.73	-0.02	-0.02	0.01
2025-02-24 12:40:20.838,-0.26	0.18	0.10	-0.06	-0.00	-0.02		-4.91	-0.24	8.80	-0.02	-0.02	0.01
2025-02-24 12:40:20.838,-0.25	0.18	0.11	-0.06	-0.00	-0.02		-5.04	-0.25	8.77	-0.01	-0.02	0.01
2025-02-24 12:40:20.839,-0.26	0.15	0.09	-0.06	-0.00	-0.02		-4.92	-0.29	8.85	-0.02	-0.02	0.01
2025-02-24 12:40:20.839,-0.26	0.17	0.10	-0.06	-0.00	-0.02		-4.95	-0.22	8.82	-0.01	-0.02	0.02
2025-02-24 12:40:20.840,-0.26	0.17	0.04	-0.06	-0.00	-0.02		-4.96	-0.25	8.80	-0.02	-0.02	0.01
2025-02-24 12:40:20.840,-0.26	0.18	0.05	-0.06	-0.00	-0.02		-4.88	-0.21	8.73	-0.02	-0.02	0.01
2025-02-24 12:40:20.841,-0.25	0.18	0.07	-0.06	-0.00	-0.02		-5.03	-0.31	8.77	-0.02	-0.02	0.01
2025-02-24 12:40:20.841,-0.25	0.18	0.06	-0.06	-0.00	-0.02		-4.89	-0.22	8.80	-0.02	-0.02	0.02
2025-02-24 12:40:20.842,-0.24	0.18	0.10	-0.06	-0.01	-0.02		-4.96	-0.25	8.79	-0.01	-0.02	0.01
2025-02-24 12:40:20.842,-0.25	0.18	0.06	-0.06	-0.00	-0.02		-4.92	-0.21	8.76	-0.02	-0.02	0.01
2025-02-24 12:40:20.843,-0.26	0.19	0.08	-0.06	-0.00	-0.02		-5.01	-0.24	8.86	-0.01	-0.02	0.01
2025-02-24 12:40:20.843,-0.26	0.18	0.06	-0.06	-0.00	-0.02		-4.96	-0.31	8.83	-0.02	-0.02	0.01
2025-02-24 12:40:20.844,-0.26	0.18	0.08	-0.06	-0.01	-0.02		-4.88	-0.21	8.86	-0.02	-0.02	0.01
