Time,Accel1_X [m/s^2],Accel1_Y [m/s^2],Accel1_Z [m/s^2],Rotation1_X [rad/s],Rotation1_Y [rad/s],Rotation1_Z [rad/s],Accel2_X [m/s^2],Accel2_Y [m/s^2],Accel2_Z [m/s^2],Rotation2_X [rad/s],Rotation2_Y [rad/s],Rotation2_Z [rad/s]
2025-02-24 12:47:24.209,0.01,0.00,0.05,-0.06,-0.01,-0.02,,-4.62,-0.02,9.01,-0.01,-0.02,0.02
2025-02-24 12:47:24.243,0.02,0.01,0.05,-0.06,-0.01,-0.02,,-4.67,-0.03,9.03,-0.02,-0.02,0.02
2025-02-24 12:47:24.276,0.03,0.01,0.06,-0.06,-0.01,-0.02,,-4.72,-0.02,9.00,-0.02,-0.02,0.01
2025-02-24 12:47:24.310,0.01,0.00,0.00,-0.06,-0.00,-0.02,,-4.57,0.00,9.02,-0.02,-0.02,0.02
2025-02-24 12:47:24.343,0.00,0.02,0.05,-0.06,-0.00,-0.02,,-4.61,-0.06,8.98,-0.02,-0.02,0.01
2025-02-24 12:47:24.391,0.01,0.01,0.02,-0.06,-0.00,-0.02,,-4.59,-0.04,9.02,-0.02,-0.02,0.01
2025-02-24 12:47:24.426,0.01,0.01,0.04,-0.06,-0.00,-0.02,,-4.63,-0.01,9.10,-0.01,-0.02,0.02
2025-02-24 12:47:24.459,0.02,0.02,0.02,-0.06,-0.01,-0.02,,-4.63,-0.02,8.94,-0.02,-0.02,0.01
2025-02-24 12:47:24.492,0.03,0.01,0.01,-0.06,-0.00,-0.02,,-4.67,0.04,9.03,-0.02,-0.02,0.02
2025-02-24 12:47:24.525,0.02,0.02,0.04,-0.06,-0.00,-0.02,,-4.67,0.00,8.96,-0.02,-0.02,0.01
2025-02-24 12:47:24.569,0.01,0.02,0.03,-0.06,-0.01,-0.02,,-4.63,0.00,9.00,-0.02,-0.02,0.02
2025-02-24 12:47:24.592,0.01,0.01,0.04,-0.06,-0.00,-0.02,,-4.74,-0.04,9.03,-0.02,-0.02,0.02
2025-02-24 12:47:24.632,0.05,0.00,0.05,-0.06,-0.01,-0.02,,-4.57,0.01,8.98,-0.02,-0.02,0.01
2025-02-24 12:47:24.677,0.00,0.00,0.01,-0.06,-0.01,-0.02,,-4.70,-0.06,8.99,-0.01,-0.02,0.02
2025-02-24 12:47:24.712,0.00,0.03,0.05,-0.06,-0.01,-0.02,,-4.56,0.02,9.04,-0.01,-0.02,0.02
2025-02-24 12:47:24.742,0.00,0.00,0.07,-0.06,-0.00,-0.02,,-4.72,-0.03,8.96,-0.01,-0.02,0.01
2025-02-24 12:47:24.776,0.01,0.01,0.04,-0.06,-0.00,-0.02,,-4.63,-0.00,9.00,-0.02,-0.02,0.02
2025-02-24 12:47:24.818,0.02,0.03,0.00,-0.06,-0.00,-0.02,,-4.73,-0.03,9.02,-0.01,-0.02,0.01
2025-02-24 12:47:24.843,0.02,0.03,-0.00,-0.06,-0.00,-0.02,,-4.64,-0.05,9.00,-0.02,-0.02,0.01
2025-02-24 12:47:24.892,0.01,0.01,0.03,-0.06,-0.01,-0.02,,-4.70,-0.06,9.05,-0.02,-0.02,0.02
2025-02-24 12:47:24.926,0.01,0.01,0.04,-0.06,-0.00,-0.02,,-4.71,-0.04,8.98,-0.01,-0.02,0.02
2025-02-24 12:47:24.960,0.02,0.00,0.03,-0.06,-0.01,-0.02,,-4.63,0.00,9.01,-0.01,-0.02,0.02
2025-02-24 12:47:24.993,0.00,0.00,0.03,-0.06,-0.01,-0.02,,-4.72,-0.00,8.99,-0.02,-0.02,0.01
2025-02-24 12:47:25.028,0.02,-0.00,0.04,-0.06,-0.01,-0.02,,-4.61,-0.07,9.01,-0.02,-0.02,0.02
2025-02-24 12:47:25.070,0.01,0.01,0.01,-0.06,-0.01,-0.02,,-4.68,-0.03,8.95,-0.02,-0.02,0.01
2025-02-24 12:47:25.097,0.01,0.02,0.00,-0.06,-0.01,-0.02,,-4.60,-0.00,8.91,-0.01,-0.02,0.01
2025-02-24 12:47:25.143,0.02,0.02,0.03,-0.06,-0.01,-0.02,,-4.70,0.00,9.10,-0.01,-0.02,0.02
2025-02-24 12:47:25.176,0.04,0.00,0.02,-0.06,-0.01,-0.02,,-4.74,-0.02,8.99,-0.02,-0.02,0.01
2025-02-24 12:47:25.210,0.01,0.02,0.00,-0.06,-0.00,-0.02,,-4.67,0.02,9.12,-0.01,-0.02,0.01
2025-02-24 12:47:25.245,0.02,0.01,0.04,-0.06,-0.00,-0.02,,-4.75,-0.03,9.01,-0.02,-0.02,0.01
2025-02-24 12:47:25.277,0.03,0.02,0.03,-0.06,-0.01,-0.02,,-4.59,-0.00,8.96,-0.01,-0.02,0.01
2025-02-24 12:47:25.319,0.04,0.02,0.04,-0.06,-0.01,-0.02,,-4.72,-0.00,8.96,-0.02,-0.02,0.01
2025-02-24 12:47:25.359,0.00,0.00,0.03,-0.06,-0.01,-0.02,,-4.57,-0.02,9.05,-0.02,-0.02,0.02
2025-02-24 12:47:25.394,0.02,0.01,0.03,-0.06,-0.01,-0.02,,-4.66,-0.04,9.00,-0.02,-0.02,0.01
2025-02-24 12:47:25.425,0.03,0.03,0.01,-0.06,-0.01,-0.02,,-4.60,-0.03,9.13,-0.02,-0.02,0.01
2025-02-24 12:47:25.459,0.02,0.03,0.03,-0.06,-0.00,-0.02,,-4.67,-0.01,9.07,-0.02,-0.02,0.02
2025-02-24 12:47:25.492,0.02,0.01,0.02,-0.06,-0.01,-0.02,,-4.64,-0.01,9.03,-0.01,-0.02,0.02
2025-02-24 12:47:25.526,0.02,0.02,0.01,-0.06,-0.00,-0.02,,-4.65,0.03,9.05,-0.02,-0.02,0.01
2025-02-24 12:47:25.570,0.00,0.03,0.02,-0.06,-0.01,-0.02,,-4.69,-0.05,9.02,-0.02,-0.02,0.01
2025-02-24 12:47:25.610,-0.00,0.03,0.03,-0.06,-0.01,-0.02,,-4.56,0.03,9.05,-0.01,-0.02,0.01
2025-02-24 12:47:25.644,0.02,0.02,0.02,-0.06,-0.01,-0.02,,-4.72,-0.06,8.95,-0.02,-0.02,0.01
2025-02-24 12:47:25.675,0.00,0.05,0.01,-0.06,-0.00,-0.02,,-4.58,0.03,9.09,-0.01,-0.02,0.01
2025-02-24 12:47:25.711,0.00,0.00,0.03,-0.06,-0.01,-0.02,,-4.74,-0.01,9.00,-0.02,-0.01,0.02
2025-02-24 12:47:25.744,0.00,0.01,0.01,-0.06,-0.01,-0.02,,-4.58,0.03,8.98,-0.02,-0.02,0.01
2025-02-24 12:47:25.776,0.03,0.01,0.01,-0.06,-0.01,-0.02,,-4.71,-0.02,9.04,-0.01,-0.02,0.01
2025-02-24 12:47:25.818,0.01,0.01,0.02,-0.06,-0.01,-0.02,,-4.62,-0.08,9.00,-0.01,-0.02,0.02
2025-02-24 12:47:25.859,0.02,0.01,0.01,-0.06,-0.01,-0.02,,-4.64,0.02,8.94,-0.02,-0.02,0.02
2025-02-24 12:47:25.893,0.03,0.01,0.03,-0.06,-0.01,-0.02,,-4.72,-0.09,8.95,-0.01,-0.02,0.01
2025-02-24 12:47:25.926,0.02,0.00,0.02,-0.06,-0.01,-0.02,,-4.60,-0.05,9.02,-0.01,-0.02,0.02
2025-02-24 12:47:25.960,0.03,0.02,0.05,-0.06,-0.00,-0.02,,-4.71,-0.04,9.05,-0.02,-0.02,0.02
2025-02-24 12:47:25.993,0.01,0.01,0.04,-0.06,-0.00,-0.02,,-4.56,0.01,8.99,-0.02,-0.02,0.02
2025-02-24 12:47:26.027,0.02,0.00,0.03,-0.06,-0.00,-0.02,,-4.75,-0.07,9.03,-0.02,-0.02,0.02
2025-02-24 12:47:26.074,0.03,-0.01,0.01,-0.06,-0.00,-0.02,,-4.65,-0.07,9.04,-0.02,-0.02,0.01
2025-02-24 12:47:26.109,0.01,-0.01,0.02,-0.06,-0.00,-0.02,,-4.68,0.00,8.92,-0.01,-0.02,0.02
2025-02-24 12:47:26.144,0.00,0.03,0.02,-0.06,-0.00,-0.02,,-4.71,-0.05,8.98,-0.02,-0.02,0.02
2025-02-24 12:47:26.175,0.03,0.01,0.04,-0.06,-0.01,-0.02,,-4.69,-0.02,8.99,-0.01,-0.02,0.01
2025-02-24 12:47:26.218,0.02,0.01,0.03,-0.06,-0.01,-0.02,,-4.69,-0.05,8.96,-0.01,-0.02,0.02
2025-02-24 12:47:26.246,0.02,0.03,0.03,-0.06,-0.00,-0.02,,-4.63,-0.02,9.02,-0.02,-0.02,0.02
2025-02-24 12:47:26.291,0.01,0.02,0.04,-0.06,-0.00,-0.02,,-4.71,-0.04,8.99,-0.02,-0.02,0.02
2025-02-24 12:47:26.326,0.02,-0.00,0.04,-0.06,-0.00,-0.02,,-4.56,0.00,9.09,-0.01,-0.02,0.02
2025-02-24 12:47:26.359,0.00,0.01,0.03,-0.06,-0.00,-0.02,,-4.77,0.00,9.06,-0.02,-0.02,0.02
2025-02-24 12:47:26.394,0.01,0.01,0.01,-0.06,-0.00,-0.02,,-4.66,0.01,9.00,-0.02,-0.02,0.02
2025-02-24 12:47:26.427,0.02,0.02,0.02,-0.06,-0.00,-0.02,,-4.76,0.00,9.01,-0.02,-0.02,0.02
2025-02-24 12:47:26.461,0.02,0.00,0.02,-0.06,-0.00,-0.02,,-4.58,-0.01,9.03,-0.02,-0.02,0.02
2025-02-24 12:47:26.494,0.02,0.02,0.03,-0.06,-0.01,-0.02,,-4.70,0.00,8.98,-0.01,-0.02,0.02
2025-02-24 12:47:26.527,0.01,0.02,0.03,-0.06,-0.00,-0.02,,-4.66,0.03,8.99,-0.02,-0.02,0.02
2025-02-24 12:47:26.574,0.01,0.02,0.03,-0.06,-0.00,-0.02,,-4.58,0.00,9.01,-0.01,-0.02,0.02
2025-02-24 12:47:26.610,0.00,0.01,0.03,-0.06,-0.00,-0.02,,-4.77,-0.06,9.05,-0.01,-0.02,0.01
2025-02-24 12:47:26.645,0.03,0.00,0.06,-0.06,-0.01,-0.02,,-4.56,-0.05,8.94,-0.02,-0.02,0.02
2025-02-24 12:47:26.682,0.02,-0.01,0.05,-0.06,-0.01,-0.02,,-4.71,-0.02,9.00,-0.01,-0.02,0.01
2025-02-24 12:47:26.718,0.02,0.01,0.03,-0.06,-0.00,-0.02,,-4.61,-0.04,9.08,-0.02,-0.01,0.01
2025-02-24 12:47:26.746,0.02,0.00,0.02,-0.06,-0.00,-0.02,,-4.64,-0.00,9.00,-0.01,-0.02,0.01
2025-02-24 12:47:26.791,0.02,0.01,0.05,-0.06,-0.01,-0.02,,-4.63,-0.03,8.97,-0.02,-0.02,0.02
2025-02-24 12:47:26.826,0.01,0.01,0.06,-0.06,-0.01,-0.02,,-4.58,0.01,9.01,-0.01,-0.02,0.02
2025-02-24 12:47:26.860,0.01,0.00,0.02,-0.06,-0.00,-0.02,,-4.68,-0.05,8.97,-0.01,-0.02,0.01
2025-02-24 12:47:26.894,0.04,-0.01,0.05,-0.06,-0.00,-0.02,,-4.56,0.04,9.05,-0.01,-0.02,0.02
2025-02-24 12:47:26.926,0.01,0.01,0.01,-0.06,-0.01,-0.02,,-4.71,-0.05,9.01,-0.02,-0.02,0.02
2025-02-24 12:47:26.970,0.02,0.01,0.00,-0.06,-0.00,-0.02,,-4.59,0.01,9.12,-0.01,-0.02,0.02
2025-02-24 12:47:26.994,0.01,0.02,0.02,-0.06,-0.00,-0.02,,-4.75,-0.06,8.94,-0.02,-0.02,0.01
2025-02-24 12:47:27.042,0.01,0.02,0.01,-0.06,-0.00,-0.02,,-4.60,-0.03,8.99,-0.01,-0.02,0.02
2025-02-24 12:47:27.077,0.01,0.02,0.03,-0.06,-0.01,-0.02,,-4.74,0.03,9.04,-0.02,-0.02,0.02
2025-02-24 12:47:27.114,0.01,-0.00,0.04,-0.06,-0.01,-0.02,,-4.65,-0.04,8.96,-0.02,-0.02,0.01
2025-02-24 12:47:27.150,0.02,0.02,0.01,-0.06,-0.01,-0.02,,-4.67,-0.01,9.06,-0.01,-0.03,0.01
2025-02-24 12:47:27.177,0.01,0.01,0.00,-0.06,-0.00,-0.02,,-4.67,-0.06,8.88,-0.01,-0.02,0.02
2025-02-24 12:47:27.219,0.02,0.02,0.02,-0.06,-0.01,-0.02,,-4.64,-0.03,9.01,-0.01,-0.02,0.02
2025-02-24 12:47:27.258,0.02,0.01,0.00,-0.06,-0.00,-0.02,,-4.69,-0.09,9.09,-0.01,-0.02,0.01
2025-02-24 12:47:27.293,0.01,0.01,0.02,-0.06,-0.00,-0.02,,-4.59,0.01,8.96,-0.02,-0.02,0.02
2025-02-24 12:47:27.326,0.00,0.00,0.02,-0.06,-0.00,-0.02,,-4.75,-0.08,8.98,-0.01,-0.02,0.02
2025-02-24 12:47:27.361,0.01,-0.00,0.01,-0.06,-0.00,-0.02,,-4.62,0.01,9.03,-0.01,-0.02,0.01
2025-02-24 12:47:27.393,0.02,0.00,0.04,-0.06,-0.00,-0.02,,-4.67,0.03,9.01,-0.01,-0.02,0.01
2025-02-24 12:47:27.432,0.01,0.01,0.03,-0.06,-0.00,-0.02,,-4.68,-0.07,8.96,-0.02,-0.02,0.02
2025-02-24 12:47:27.469,0.02,0.01,0.03,-0.06,-0.00,-0.02,,-4.64,-0.05,8.99,-0.02,-0.02,0.02
2025-02-24 12:47:27.508,0.01,0.04,0.04,-0.06,-0.00,-0.02,,-4.75,-0.06,8.99,-0.01,-0.02,0.02
2025-02-24 12:47:27.543,0.01,-0.00,0.01,-0.06,-0.00,-0.02,,-4.66,0.00,9.02,-0.01,-0.02,0.01
2025-02-24 12:47:27.578,0.04,0.01,0.00,-0.06,-0.00,-0.02,,-4.75,-0.05,8.92,-0.02,-0.02,0.02
2025-02-24 12:47:27.612,0.02,0.01,0.00,-0.07,-0.01,-0.02,,-4.51,-0.01,8.94,-0.01,-0.02,0.02
2025-02-24 12:47:27.645,0.04,0.02,-0.02,-0.07,-0.01,-0.02,,-4.72,-0.02,9.05,-0.02,-0.01,0.01
2025-02-24 12:47:27.678,0.01,0.01,0.00,-0.07,-0.01,-0.02,,-4.56,0.03,9.10,-0.02,-0.02,0.02
2025-02-24 12:47:27.720,0.02,0.01,-0.00,-0.07,-0.01,-0.02,,-4.70,0.04,9.02,-0.02,-0.02,0.02
2025-02-24 12:47:27.760,0.02,0.00,0.02,-0.07,-0.01,-0.02,,-4.59,-0.02,8.93,-0.02,-0.02,0.01
2025-02-24 12:47:27.794,0.02,0.01,0.00,-0.06,-0.01,-0.02,,-4.66,-0.04,9.04,-0.02,-0.02,0.02
2025-02-24 12:47:27.827,0.05,0.01,0.03,-0.06,-0.01,-0.02,,-4.68,0.00,9.01,-0.02,-0.02,0.02
2025-02-24 12:47:27.864,0.03,0.00,0.01,-0.06,-0.00,-0.02,,-4.55,0.01,9.04,-0.01,-0.01,0.01
2025-02-24 12:47:27.894,0.02,-0.02,0.02,-0.06,-0.01,-0.02,,-4.69,-0.04,9.09,-0.02,-0.02,0.01
2025-02-24 12:47:27.926,0.03,-0.01,0.05,-0.06,-0.00,-0.02,,-4.63,-0.01,9.05,-0.02,-0.02,0.02
2025-02-24 12:47:27.975,0.02,0.00,0.02,-0.06,-0.01,-0.02,,-4.73,-0.09,9.01,-0.02,-0.02,0.01
2025-02-24 12:47:28.011,0.02,0.00,0.02,-0.06,-0.00,-0.02,,-4.64,-0.07,8.98,-0.02,-0.02,0.02
2025-02-24 12:47:28.046,0.03,0.01,0.02,-0.06,-0.00,-0.02,,-4.74,-0.02,8.97,-0.02,-0.02,0.02
2025-02-24 12:47:28.077,0.03,0.01,0.02,-0.06,-0.00,-0.02,,-4.64,0.02,9.09,-0.02,-0.02,0.02
2025-02-24 12:47:28.118,0.01,-0.00,-0.01,-0.07,-0.01,-0.02,,-4.68,-0.00,8.99,-0.02,-0.02,0.01
2025-02-24 12:47:28.144,0.01,-0.02,0.04,-0.06,-0.01,-0.02,,-4.64,0.00,9.04,-0.02,-0.02,0.02
2025-02-24 12:47:28.191,0.02,0.01,0.02,-0.06,-0.01,-0.02,,-4.73,0.02,9.05,-0.01,-0.02,0.01
2025-02-24 12:47:28.227,0.02,0.01,0.01,-0.06,-0.01,-0.02,,-4.75,-0.05,8.98,-0.01,-0.02,0.02
2025-02-24 12:47:28.260,0.00,-0.01,0.00,-0.07,-0.01,-0.02,,-4.60,-0.02,9.11,-0.01,-0.02,0.02
2025-02-24 12:47:28.293,0.01,-0.01,0.03,-0.06,-0.01,-0.02,,-4.77,-0.03,8.96,-0.02,-0.02,0.01
2025-02-24 12:47:28.326,0.04,0.00,0.03,-0.06,-0.01,-0.02,,-4.53,-0.02,8.97,-0.01,-0.02,0.02
2025-02-24 12:47:28.369,0.04,0.00,0.04,-0.06,-0.00,-0.02,,-4.73,-0.02,8.98,-0.01,-0.01,0.02
2025-02-24 12:47:28.400,0.03,0.00,0.03,-0.06,-0.00,-0.02,,-4.66,-0.00,9.04,-0.01,-0.02,0.01
2025-02-24 12:47:28.442,0.03,-0.00,0.02,-0.06,-0.00,-0.02,,-4.72,0.01,9.08,-0.02,-0.02,0.02
2025-02-24 12:47:28.478,0.03,0.00,0.01,-0.06,-0.00,-0.02,,-4.75,-0.01,9.01,-0.01,-0.02,0.01
2025-02-24 12:47:28.511,0.01,0.03,0.02,-0.06,-0.01,-0.02,,-4.68,0.01,9.02,-0.01,-0.02,0.01
2025-02-24 12:47:28.548,0.01,0.03,0.03,-0.06,-0.01,-0.02,,-4.76,-0.05,9.00,-0.02,-0.02,0.02
2025-02-24 12:47:28.578,0.00,0.01,0.01,-0.06,-0.01,-0.02,,-4.59,0.00,9.03,-0.02,-0.02,0.01
2025-02-24 12:47:28.621,0.00,0.01,0.03,-0.06,-0.00,-0.02,,-4.73,0.00,9.00,-0.02,-0.02,0.02
2025-02-24 12:47:28.649,0.02,0.03,0.01,-0.06,-0.01,-0.02,,-4.52,-0.03,9.09,-0.02,-0.02,0.02
2025-02-24 12:47:28.693,0.02,0.02,0.01,-0.06,-0.00,-0.02,,-4.71,-0.01,9.06,-0.02,-0.02,0.01
2025-02-24 12:47:28.728,0.01,0.02,-0.00,-0.06,-0.00,-0.02,,-4.61,-0.05,8.97,-0.02,-0.02,0.01
2025-02-24 12:47:28.763,0.01,0.02,0.02,-0.06,-0.00,-0.02,,-4.61,-0.00,8.98,-0.01,-0.02,0.02
2025-02-24 12:47:28.794,0.00,0.02,0.04,-0.06,-0.00,-0.02,,-4.61,-0.03,9.04,-0.02,-0.02,0.01
2025-02-24 12:47:28.828,0.00,0.02,0.03,-0.06,-0.00,-0.02,,-4.64,-0.00,8.99,-0.01,-0.01,0.01
2025-02-24 12:47:28.872,0.03,0.02,0.02,-0.06,-0.00,-0.02,,-4.67,-0.02,8.97,-0.01,-0.02,0.02
2025-02-24 12:47:28.909,0.03,0.02,0.04,-0.06,-0.00,-0.02,,-4.57,0.08,8.99,-0.01,-0.02,0.02
2025-02-24 12:47:28.943,0.01,0.01,0.01,-0.06,-0.00,-0.02,,-4.79,-0.04,8.89,-0.02,-0.02,0.02
2025-02-24 12:47:28.977,0.03,0.00,0.01,-0.06,-0.00,-0.02,,-4.59,0.04,8.99,-0.02,-0.02,0.01
2025-02-24 12:47:29.015,0.03,0.00,0.05,-0.06,-0.00,-0.02,,-4.70,-0.06,9.00,-0.01,-0.02,0.02
2025-02-24 12:47:29.046,0.01,0.00,0.04,-0.06,-0.00,-0.02,,-4.60,-0.01,9.00,-0.01,-0.02,0.02
2025-02-24 12:47:29.076,0.02,0.02,0.02,-0.06,-0.00,-0.02,,-4.78,-0.04,9.08,-0.02,-0.02,0.01
2025-02-24 12:47:29.123,0.00,0.01,0.00,-0.06,-0.00,-0.02,,-4.68,-0.00,9.04,-0.02,-0.02,0.02
2025-02-24 12:47:29.160,0.01,-0.01,0.03,-0.06,-0.00,-0.02,,-4.61,0.00,9.04,-0.02,-0.01,0.02
2025-02-24 12:47:29.193,0.02,0.00,0.02,-0.06,-0.00,-0.02,,-4.66,0.00,8.99,-0.01,-0.01,0.02
2025-02-24 12:47:29.227,0.03,-0.01,0.02,-0.06,-0.00,-0.02,,-4.58,-0.01,9.05,-0.01,-0.02,0.02
2025-02-24 12:47:29.260,0.04,-0.01,0.01,-0.06,-0.01,-0.02,,-4.76,-0.05,8.99,-0.01,-0.02,0.01
2025-02-24 12:47:29.298,0.03,-0.00,0.01,-0.06,-0.00,-0.02,,-4.60,-0.02,9.02,-0.01,-0.02,0.02
2025-02-24 12:47:29.341,0.02,-0.01,0.05,-0.06,-0.00,-0.02,,-4.76,-0.04,8.89,-0.01,-0.02,0.02
2025-02-24 12:47:29.376,0.02,0.01,0.03,-0.06,-0.00,-0.02,,-4.66,0.01,9.00,-0.02,-0.02,0.02
2025-02-24 12:47:29.412,0.02,0.01,0.04,-0.06,-0.00,-0.02,,-4.73,-0.05,8.99,-0.01,-0.02,0.02
2025-02-24 12:47:29.445,0.01,0.02,0.05,-0.06,-0.00,-0.02,,-4.65,-0.01,9.07,-0.02,-0.02,0.02
2025-02-24 12:47:29.478,0.03,0.01,0.00,-0.06,-0.00,-0.02,,-4.69,-0.01,9.01,-0.02,-0.02,0.01
2025-02-24 12:47:29.517,0.03,0.01,0.02,-0.06,-0.01,-0.02,,-4.65,-0.00,8.98,-0.02,-0.01,0.02
2025-02-24 12:47:29.545,0.02,0.01,0.05,-0.06,-0.00,-0.02,,-4.60,-0.06,9.02,-0.02,-0.02,0.01
2025-02-24 12:47:29.591,0.02,0.03,0.06,-0.06,-0.01,-0.02,,-4.70,-0.01,9.04,-0.01,-0.02,0.01
2025-02-24 12:47:29.628,0.01,0.00,0.03,-0.06,-0.01,-0.02,,-4.53,0.02,8.99,-0.01,-0.02,0.02
2025-02-24 12:47:29.660,0.02,0.02,0.03,-0.07,-0.01,-0.02,,-4.69,-0.06,8.94,-0.02,-0.02,0.01
2025-02-24 12:47:29.696,0.03,0.04,0.03,-0.06,-0.01,-0.02,,-4.61,0.00,9.07,-0.02,-0.02,0.02
2025-02-24 12:47:29.729,0.01,0.01,0.03,-0.07,-0.01,-0.02,,-4.65,0.02,9.00,-0.01,-0.02,0.01
2025-02-24 12:47:29.763,0.01,0.01,0.03,-0.06,-0.00,-0.02,,-4.63,-0.02,8.98,-0.01,-0.01,0.01
2025-02-24 12:47:29.794,0.01,0.03,0.05,-0.06,-0.00,-0.02,,-4.64,0.02,9.03,-0.01,-0.02,0.01
2025-02-24 12:47:29.841,0.02,0.01,0.03,-0.06,-0.01,-0.02,,-4.61,-0.03,9.01,-0.01,-0.02,0.02
2025-02-24 12:47:29.878,0.02,0.01,0.03,-0.06,-0.01,-0.02,,-4.59,-0.06,8.92,-0.02,-0.01,0.01
2025-02-24 12:47:29.911,0.00,0.02,0.00,-0.06,-0.00,-0.02,,-4.68,-0.07,9.02,-0.02,-0.02,0.02
2025-02-24 12:47:29.945,0.00,0.01,0.01,-0.06,-0.01,-0.02,,-4.63,-0.07,9.05,-0.02,-0.01,0.01
2025-02-24 12:47:29.978,0.03,0.02,0.04,-0.06,-0.01,-0.02,,-4.67,-0.01,8.94,-0.01,-0.01,0.01
2025-02-24 12:47:30.013,0.01,0.01,0.02,-0.06,-0.00,-0.02,,-4.58,-0.03,8.99,-0.02,-0.01,0.02
2025-02-24 12:47:30.045,0.02,0.00,0.04,-0.06,-0.01,-0.02,,-4.72,0.01,8.98,-0.01,-0.02,0.01
2025-02-24 12:47:30.093,-0.00,0.00,0.02,-0.06,-0.01,-0.02,,-4.64,-0.07,9.00,-0.02,-0.02,0.01
2025-02-24 12:47:30.128,0.01,0.02,0.01,-0.06,-0.00,-0.02,,-4.61,0.02,8.98,-0.02,-0.02,0.02
2025-02-24 12:47:30.161,0.03,0.01,0.04,-0.06,-0.01,-0.02,,-4.65,-0.02,9.00,-0.01,-0.02,0.02
2025-02-24 12:47:30.195,0.03,0.01,0.03,-0.06,-0.00,-0.02,,-4.61,0.03,8.90,-0.02,-0.02,0.02
2025-02-24 12:47:30.227,0.00,0.03,0.06,-0.06,-0.00,-0.02,,-4.68,-0.04,8.93,-0.02,-0.02,0.02
2025-02-24 12:47:30.270,0.00,0.02,0.03,-0.06,-0.00,-0.02,,-4.56,0.03,9.05,-0.01,-0.01,0.01
2025-02-24 12:47:30.295,0.01,0.02,0.05,-0.06,-0.01,-0.02,,-4.71,0.02,8.96,-0.01,-0.02,0.02
2025-02-24 12:47:30.343,0.01,0.02,0.04,-0.06,-0.00,-0.02,,-4.62,-0.07,8.93,-0.02,-0.02,0.01
2025-02-24 12:47:30.377,0.00,-0.00,0.03,-0.06,-0.00,-0.02,,-4.69,0.00,8.95,-0.01,-0.02,0.02
2025-02-24 12:47:30.410,0.02,0.01,0.02,-0.06,-0.00,-0.02,,-4.66,0.00,8.92,-0.01,-0.02,0.01
2025-02-24 12:47:30.443,0.03,0.01,0.02,-0.06,-0.00,-0.02,,-4.67,0.00,8.99,-0.02,-0.02,0.01
2025-02-24 12:47:30.485,0.03,0.01,0.05,-0.06,-0.00,-0.02,,-4.73,-0.02,8.96,-0.02,-0.02,0.01
2025-02-24 12:47:30.517,0.02,0.03,0.01,-0.06,-0.00,-0.02,,-4.65,-0.03,8.97,-0.01,-0.02,0.01
2025-02-24 12:47:30.557,0.01,0.02,0.02,-0.06,-0.00,-0.02,,-4.68,-0.00,8.98,-0.02,-0.02,0.02
2025-02-24 12:47:30.593,0.01,0.03,0.03,-0.06,-0.00,-0.02,,-4.50,0.12,9.00,-0.02,-0.02,0.02
2025-02-24 12:47:30.626,0.02,0.03,0.04,-0.06,-0.00,-0.02,,-4.77,-0.04,9.06,-0.01,-0.02,0.01
2025-02-24 12:47:30.661,0.02,0.01,0.01,-0.06,-0.00,-0.02,,-4.59,0.02,8.96,-0.01,-0.02,0.02
2025-02-24 12:47:30.694,0.02,0.01,0.03,-0.06,-0.00,-0.02,,-4.68,0.02,8.98,-0.01,-0.02,0.02
2025-02-24 12:47:30.728,0.02,0.01,0.02,-0.06,-0.00,-0.02,,-4.67,0.01,8.98,-0.01,-0.01,0.02
2025-02-24 12:47:30.771,0.01,-0.00,0.04,-0.06,-0.00,-0.02,,-4.75,-0.02,9.02,-0.01,-0.02,0.02
2025-02-24 12:47:30.794,0.01,0.00,0.04,-0.05,-0.00,-0.02,,-4.71,-0.01,8.93,-0.02,-0.02,0.02
2025-02-24 12:47:30.843,0.03,-0.01,0.02,-0.06,-0.00,-0.02,,-4.64,-0.01,9.00,-0.02,-0.02,0.01
2025-02-24 12:47:30.877,0.01,-0.00,0.02,-0.06,-0.00,-0.02,,-4.72,-0.07,8.99,-0.02,-0.02,0.01
2025-02-24 12:47:30.911,0.02,0.01,0.01,-0.06,-0.00,-0.02,,-4.60,0.00,9.05,-0.02,-0.02,0.01
2025-02-24 12:47:30.945,0.02,0.01,0.03,-0.06,-0.00,-0.02,,-4.71,-0.01,8.93,-0.02,-0.02,0.01
2025-02-24 12:47:30.978,0.03,0.02,0.02,-0.06,-0.01,-0.02,,-4.58,-0.05,8.93,-0.02,-0.02,0.02
2025-02-24 12:47:31.020,0.03,0.02,0.00,-0.06,-0.00,-0.02,,-4.71,-0.02,8.97,-0.01,-0.02,0.01
2025-02-24 12:47:31.058,0.02,0.04,0.02,-0.07,-0.01,-0.02,,-4.63,-0.03,9.11,-0.02,-0.02,0.02
2025-02-24 12:47:31.094,0.04,0.04,0.04,-0.06,-0.00,-0.02,,-4.65,0.01,9.05,-0.02,-0.02,0.02
2025-02-24 12:47:31.127,0.01,0.02,0.01,-0.07,-0.01,-0.02,,-4.67,-0.01,9.05,-0.02,-0.02,0.02
2025-02-24 12:47:31.160,0.03,0.01,0.02,-0.07,-0.01,-0.02,,-4.56,0.01,9.03,-0.02,-0.02,0.02
